correct,incorrect,levenshtein_distance
chạng vạng,cờhạng vng,2
nông sản,nôỷnợg sản,2
a-ma-tơ,ẩa-ma-tơ,1
viện quý tộc,vin quý tộ,2
tao nhân mặc khách,tao nân mặc khách,1
bờ đê,bờ ê,1
hư trương thanh thế,hư trương âhan h thế,2
nước mắt lưng tròng,nước mắt lủngtròng,2
ma-lách,maếz-lách,2
tẩy rửa tiền,tẩy ốcrửa tiền,2
đam mê,đỵammê,2
đường xoi,đườnzg xoă,2
ngũ thập,ĩngũ t ập,2
bềnh bồng,bềnh bng,1
nức lòng,nứcỵòng,2
hoa nở có thì,hoaằnở có thìị,2
chủng loại,củủng loại,1
ngôn luận,ng luận,2
bồm,ểệm,2
đầu hồi,đầ hồi,1
biền thể,iền thể,1
uẩn khúc,uẩn khựúc,1
ngoeo ngoeo,ngoeogoeo,2
bác cổ,buc cổ,1
thiên nhai,thiên haề,2
bù trội,ýbù trộ,2
đa tài,đ tệi,2
tả tơi,ttơi,2
trắng hếu,tórắngì hếu,2
khỏi,khhỏi,1
muống,muốnấg,1
vi điện chuyển,vi đin chuyển,1
thều thào,thhu thào,1
quẩn quanh,qàunn quanh,2
hí hoáy,hớ hoáy,1
ối chà,ốchà,2
phân thùy,hâặn thùy,2
chăn dắt,chăn dt,1
chí thánh,chíthanh,2
ngái ngủ,đễgái ngủ,2
cũng thể,ũng thể,1
tan nghé xẩy đàn,tan àghé xẩy đàn,1
tích điện,tícê điện,1
tẻ ngắt,tẻ ngắt,0
cả tiếng,c àiếng,2
bắt màu,bắt ỷàu,1
địa đạo chiến,địa đỵạo õhiến,2
ken két,ken kéât,1
bốc mồ,ỹốc my,2
nhũng nhẵng,nhũg nhẵg,2
nói vun vào,gnêi vun vào,2
Vinh Phú,Vinh Phúb,1
mập ù,aập ờ,2
trở mình,trở jình,1
rơi lệ,rơilọệ,2
tự mãn,tự êãn,1
duy vật luận,duy vật ỉuận,1
clanh-ke xi măng,clanh-k xi măng,1
nói giễu,ủnói giễu,1
nghếch mắt,nghếch mắdt,1
mát mặt,má mặt,1
trẻ con,trặ cn,2
phốt,ph,2
biếm,bửăm,2
ca ri,caùri,1
Thuỷ Bằng,Thuỷ Bằổng,1
khớp,kỏễhớp,2
tương đối,tươong đối,1
hàng xứ,hàng xề,1
đồng sinh đồng tử,đồng sinh ờđồng tử,1
sộc,sóc,1
khai mào,khi mào,1
kim chỉ,ki clỉ,2
độ kiềm,đ kilềm,2
dĩ hoà vi quí,d hoà vi áuí,2
tôm cua,tômcõua,2
ăn quanh,ăìn quan,2
xung kích,xungm kíờch,2
triệu chứng,ẻtriệu chứng,1
loé choé,lv choé,2
tíu ta tíu tít,tíu tị tíu tít,1
siêu quần bạt tụy,siêu ốquần bạt tụy,1
cừu thị,cãừu thị,1
đảng tính,ảngtính,2
khốn nạn,ờhốn nạỡ,2
sic,s,2
phanh ngực,phnhngực,2
lúa chiêm bái,lúaò chiêm bái,1
lanh tô,lansh tô,1
cô-đê-in,cạ-đê-in,1
vàng mã,ớàng mã,1
mặn mòi day dứt,mặn mòi day dứưt,1
đa dạng hoá,đa dạng ho,1
mở rộng,mở rng,1
bóp mồm bóp miệng,bẫóp ìồm bóp miệng,2
Chà Cang,Chà ổang,1
rò rỉ,rểò yỉ,2
Zn,h,2
duối,ăduối,1
hánh nắng,hánnắng,2
trông mặt bắt hình dong,trông mặt bắtè hình dlng,2
tham chước,tha  chước,1
nhớp nhơ,nhớp néhỳ,2
lão mẫu,lãỡo mẫu,1
bê-tông,bê-tnầ,2
xuẩn động,xuẩn fộg,2
lừ,lẽ,1
ắp,ắọ,1
công trái,cng ẳrái,2
kích tố,kícơ ố,2
cỏ sữa,cỏ ựữ,2
đóng chốt,đng chốt,1
triều kiến,sriều kiừến,2
nặng mày nặng mặt,nặng my nặng mặt,1
khuynh loát,khynh loát,1
xách mé,ủễch mé,2
cơm tẻ mẹ ruột,cơm tẻạ cẹ ruột,2
Ayun Pa,Ayn Pèa,2
ác vàng,ác bvàg,2
mầm,ầm,1
vật thể,vậ thể,1
thuyết Men-thớt,thuyếtMen-thớte,2
bào tử nang,bào ử ang,2
ghễnh,gễnh,1
già khú đế,ũià khú đế,1
bom từ trường,bợom từ trường,1
rối mù,rốê mùa,2
bè lim sào gậy,bè lim ổào gàậy,2
kinh kịch,kinhkịch,1
xe điếu,ậe điếả,2
chín tới,hchíỏ tới,2
lấp loáng,lấp lsáns,2
máy kéo,máy éo,1
đổi thịt thay da,đổi thịt thỗy da,1
sát thương,shát thương,1
xích đế,xỵch đế,1
dây bông xanh,dây bôngxaễnh,2
la trời,da trờúi,2
tầng hầm,tiầng ầm,2
đại huynh,đại hầynh,1
trìu trĩu,ỵrìu trwu,2
gian dối,ian dvối,2
chuột sa hũ nếp,chuột sa ũ nếp,1
yết,yềíết,2
bóng láng,kbóng ệáng,2
phả khuyến,pợhả khuyến,1
giá lạnh,gip lạnh,1
kịch trường,kịh trưôờng,2
phương diện quân,phương iện quân,1
chanh chách,cẹanh ỵchách,2
dầu mỏ,dầumỏ,1
kính thiên lí,kínầ thiên lí,1
đèn nhà ai nhà nấy rạng,đèn nhà ai nhà nấyỹ rạng,1
kiếm đường,kim đường,1
kim giây,kim gỷây,1
xế bóng,ế bóng,1
bà nguyệt,bà guyệtà,2
Yên Thành,Yên Tụhành,1
xí muội,xímuội,1
tỉ đối,tỉỳđối,1
khè,kỷhũ,2
chữ thập đỏ,chữtùhập đỏ,2
hữu thanh,hữu têính,2
tội gì,tội g,1
nhổ neo,nh neo,1
ngáo ộp,ngáoộp,1
lấp biển vá trời,lấp biển vá tờăi,2
biên thuật,biẩn thuậo,2
hoang toàng,hsoang toàng,1
áo gấm đai vàng,áo gấm đak vàng,1
nhọ nhem,nh hem,2
xếp bằng tròn,xế bằng trvn,2
vơ vất,ơ ất,2
đổi dời,đổi ỡdời,1
lở loét,lở loầot,2
ong chê bướm chán,og chê bướm chán,1
xỉ,ỉ,1
đốt,ố,2
sếu vườn,szu vườn,1
nói bóng gió,ói bóng gió,1
xì xụt,xìy xụt,1
thổ ty,thổ tyóỷ,2
se-ken,ôe-keế,2
đại dương,đạẫi dưwng,2
Tiên Du,Ti Du,2
"khôn ăn người, dại người","khôn ăn người, dại ngưi",1
khuỵu,huu,2
pijama,ậjama,2
bòi chuông,bòi ơhuàông,2
chia cơm sẻ áo,chia cơqm sẻ áo,1
nằm nép,nằm néq,1
thể từ,thể t,1
nề hà,nề hà,0
trèo cao ngã đau,trèocao ngã au,2
đả,ầđm,2
zê-ta,zê-y,2
khó dễ,kìwó dễ,2
xớt xợt,xớtxợt,1
nhật quỳ,ễnhật quỳ,1
niệm,iêệm,2
rét căm căm,réồt căj căm,2
Trùng Khánh-Hạ Lang,Trùng Khánh-Hạ Lag,1
chuyên của,chuyên cảỏa,2
thang mây,tang mây,1
ái dà,ii dàặ,2
lễ đài,lễ ôđài,1
bạch thủ thành gia,bạc thủ thành gia,1
sát phạt,sátvphạt,1
cuốc chĩa,càuốc ủchĩa,2
kịch tính,kịc h tính,1
tạo sĩ,ẽo sĩ,2
văn phong,văĩ phong,1
thông lệnh,thông lệnhm,1
xem thường xem khinh,xem thườnc xemd khinh,2
len lén,en léun,2
cởi,ởi,1
mềm nhẽo,ấmềm nhẽo,1
rắn trong lỗ bò ra,rắn troẽng lỗ bò ễa,2
nhứ,nãứ,1
đốc suất; đốc thúc,đốc suất; đqc thúc,1
cố quốc,c quốc,1
đuềnh,đuyn,2
chập chà chập chờn,chập chàãchập chờn,1
nồi hai,nồi hai,0
ngoại ứng,ngại ứng,1
Sen Chiểu,Sôn Chiển,2
nói chày nói cối,nói cày nói cối,1
đỏm dáng,đỏm áng,1
mã đáo thành công,òmã đáo thành công,1
đường tiếng,đường têiếng,1
xương bồ,xươgự bồ,2
biến tấu,biạn tấu,1
dương oai,dươngoai,1
nghiệp dĩ,nghởiệp dư,2
đông như trẩy hội,đông nhưtrẩ hội,2
thồ,sthồ,1
dây dính,dâyédính,1
tác dụng Jun,tác dụng Juná,1
khảo luận,khảo luậnh,1
khổ hình,kổ hhình,2
cu gầm ghề,cu gầá ghề,1
rạc cẳng,rạc ựcẳg,2
duyên nghiệp,duymn nghiệp,1
hội sở,ắi sở,2
trộm nghĩ,trộm nghĩl,1
thả lỏng,ặthả lỏg,2
thảm thương,thảm thưóng,1
buồng lái,ễuồng lái,1
nhíp xe,nhp xe,1
lì lì,lìulì,1
rượn,rfượn,1
puốc boa,puốcbo,2
cốt,ct,1
rễ giả,óễ giả,1
Thái Đen,Thíi en,2
đau mắt,đauốmắt,1
gièm giẹp,ạièm giẹp,1
ba má,bamá,1
lột sà lột sột,lộãỷsà lột sột,2
dắt trâu chui qua ống,dắtể tâu chui qua ống,2
bánh sắn,báặnh sắn,1
chanh chua,chanhéchua,1
mảnh mai,mảủnh mai,1
nhân dân,hân dân,1
dạn dày sương gió,dạn dày lương gió,1
dương cầm,ươnữ cầm,2
chặn họng,chặn họnỉg,1
ẩn mật,ẩn mt,1
đăng khoa,đăng khgoa,1
sóng siêu âm,sóng siêu âz,1
ngồi,ngồiằ,1
đỏ loét,đ lot,2
khích bác,khíchõbác,1
tâm kí,tâm kíỡở,2
ngồi phệt,nồiphệt,2
bán kết,bá kt,2
đùng đoàng,ồùng oàng,2
tinh tuý,ũtinh tuý,1
a posteriori,a posterioãri,1
newton,newtoền,1
râu hùm hàm én,ềâu hùm hàm én,1
bôi tro trét trấu,bôiỹ tro tũrét trấu,2
Cư Drăm,Cư răqm,2
vang vọng,ỷvang vọn,2
phòng khuê,phòg huê,2
định lý,định ưý,1
ỉa vãi,ỉy ãi,2
ngại ngùng,ngại  ngùng,1
định âm,định âề,1
vơ,ộơ,1
ông tướng,ông tướnộg,1
buông,buôn,1
văn sĩ,vănsĩ,1
đằng ấy,đằng ứy,1
của bền tại người,của bn tại người,1
ước số chung lớn nhất,ước số ềhung lớn shất,2
chửi mèo mắng chó,chửi mèo mắng cọhó,1
TTS,Tọủ,2
năm hết tết đến,năm ht tết đến,1
sốt lở mồm long móng,sốt lở mồm lon móng,1
dân chủ tập trung,dân chủtậprtrung,2
để là đất cất nên vàng,đểls đất cất nên vàng,2
bỏ lỡ,bỏ c,2
nhờ ông vải húp nước xuýt,nhờ ông vảiễ húp nước xuýt,1
phù vân,phùấ vân,1
giốc,gạốụ,2
guốc kinh,guốc ổinh,1
giác ngộ,giác ngộh,1
địa xạ kế,địa xê kã,2
dã man,d man,1
dư vị,dư vềị,1
cá gặp nước rồng gặp mây,cágặp nước rồng gap mây,2
thuỷ sản,thỷ zsản,2
giả đui giả điếc,gúiả đui giả điếc,1
đốt đèn,đốt đồèn,1
động sản,đởộng sảnr,2
phá thế,ẻhá thốế,2
họp hành,hp ĩhành,2
gạo ré,gạỏo rấé,2
phổng phao,phổng phxo,1
xả thân cứu thế,xả tểân cứu thế,1
giới từ,niới tỷ,2
ma-níp,ma-níp,0
bá chủ,báẳ ch,2
chướng lũy,chọướng lũy,1
giấc kê vàng,giấc kêvàg,2
o-xi,oxi,1
compa,vompỉ,2
rúm ró,rúm rự,1
nhặt,nphặt,1
phở,fphởõ,2
Pà Thẻn,PàỵThẻnở,2
chừ,ch,1
chẵn,chản,1
Quế Châu,ớậuế Châu,2
giai thừa,giai thỡa,1
sốp phơ,sốpụ phơ,1
xoàng xĩnh,xoàng ĩnh,1
thẳng ruột ngựa,thẳng ỡruột ngựa,1
thước sắp chữ,thước sắp hữ,1
chói lói,chi lói,1
nén,éữ,2
tháng mười một,tháng mườiỷmột,1
mẫu tây,kẫu tâyy,2
đầu lòng,đầuẫ lòng,1
bảo mật phòng gian,bảo mật phòỉng gian,1
xe tốc hành,xe tốc ỗhành,1
ngu ngốc,ngu nnốc,1
chủ nghĩa a-pác-thai,hủ nghệĩa a-pác-thai,2
hói đầu,hóè đầu,1
tất giao,ậấtậgiao,2
rình rình,ình rằnh,2
đô thành,đô hàh,2
bào tử,bàoá tử,1
hậu trường,hậurrường,2
Tân Lãng,Tân Lnãg,2
Nhuận Phú Tân,Nẳhuận Phú ìTân,2
đọc canh,đọc cềah,2
tự vệ,tĩứ vệ,2
Thuỷ tinh,Thuỷ tiònhv,2
chớt nhả,cỳớt ụhả,2
è cổ,èkcổ,1
dối trên lừa dướỉ,dốđ trên lừa dướở,2
ni-cô-tin,ni-cụ-tin,1
tốt lễ dễ lọt,tốt lễởdễ lọt,1
gọ gẵng,gọ gẵn,1
chê cười,chêầ cưi,2
dí dỏm,í dỏ,2
nao nao,naà ngo,2
tiêu tiền như rác,tiêut tiềnủ như rác,2
say như chết,saynhư chết,1
địa điểm,địa điểỹ,1
kịch bản phim,kịộh ébản phim,2
câm đi!,câm đi!ậ,1
gian băng,gin băng,1
hành vi,hành ợvi,1
vít,vt,1
la coóc,la coộ,2
oẻ họe,oẻ ọse,2
ảnh ảo,ảnhảo,1
ngoã,ngoé,1
nhà trong,nhà rkong,2
vơ-đét,ớơ-đt,2
điền kinh,điềữ kinh,1
rạp chiếu bóng,rạp chiếuêbóg,2
hói,ómi,2
Vũ Phạm Khải,Vũ ệPhạm Khi,2
thân vong,thân vèg,2
vô cơ,vô cỉẻ,2
xa mu,xaẵg mu,2
sáng trờ sáng trợt,sng trờ sáng ỵrợt,2
nón thúng,nóndthúng,1
dấy nghiệp,ẳdấyõ nghiệp,2
cha chả,chõ chảè,2
hồng y giáo chủ,hồng y giáo jchủ,1
bảo thủ,bứo thủ,1
khem,ệkhem,1
"bói chẳng ra, rờ chẳng thấy","bói chẳngra, rờ chẳng thấy",1
duy trí,duy ằyí,2
với,vớử,1
bèo tấm,bèo ấm,1
đi-na,đi-né ,2
loi thoi,loỗ ẩthoi,2
khinh nhờn,khin nhờn,1
văn học,văn họch,1
chậy,chậyvư,2
bà nàng,bànàng,1
rượu lậu,rượầ lậu,1
dây chuyền sản xuất,dây chuyền stn xuất,1
độ chừng,độchờng,2
đại binh,đạiđbinh,1
có thịt đòi xôi,có jthịt đòộ xôi,2
bụi mù,bụizmù,1
ma-nhi,ẵa-nh,2
cắp đít,cp đít,1
cận kề,c kề,2
trao lời,drao ời,2
chín quá hoá nẫu,chín uá hoá nơu,2
thoái bộ,thơái bộè,2
quyền công dân,quẳyền côưg dân,2
dịch bản,dmịch bản,1
đấu gươm,đấu gươm,0
cá trảnh,á trảnh,1
dốc nước,dốc znước,1
tri khách,ựri khác,2
bón phân,bón pkhửn,2
gần lửa rát mặt,gần jlửa rát mặt,1
sử quân tử,ử quân ọử,2
nhăn mặt,nhăn mỡt,1
số lẻ,sốnl,2
tháng đủ,tháng đẫủ,1
cò kè bớt một thêm hai,cò kè bớt một thêm ủẵai,2
bánh rế,bánò ế,2
láo nháo,láoộháo,2
chọi gà,hki gà,2
thí phát,thí pátẻ,2
đảo chánh,ảo chánh,1
toẻ,to,1
ba-ke-lit,ba-kọe-lit,1
hạng bình,ảhạng àbình,2
nghi,nghỏi,1
chăm bón,chămử bón,1
đớ lưỡi,ớ lưỡẩ,2
bắc nhạn nam hồng,bc nhạn nam hồng,1
mưa rươi,ưa rươb,2
khả dĩ,khỹả ểĩ,2
béo tròn như cối xay,béo tròn như ciộxay,2
sáng lóe,sánog lóee,2
hăng say,hăngẻ say,1
Văn Khê,xVănẩ Khê,2
truỵ thai,truỵ thaốặi,2
giết người,gẻết người,1
tiểu đoàn phó,tiểuồđoàn hó,2
xèo,èo,1
hoá phẩm,hoáphm,2
đứng mũi chịu sào,đứngămũi chịu sào,1
thư hùng,thư hng,1
bunke,bună,2
thơ cũ,hơ ũ,2
sửng cồ,syng cồ,1
nhũ hoa,hũ hoa,1
có đâu,có ítâu,2
ụ ngồi,ụ jồi,2
giãi giề,gii giề,1
dắt tay,dẳt tay,1
entropi,etropi,1
thậm thịch,thậmthỗch,2
quỉ sứ,quỉ ờsứ,1
điều khiển,ẹiều khển,2
bệnh bạch cầu,ặệnh bạch cầ,2
của nổi của chìm,jủởa nổi của chìm,2
bẩm chất,bỗm chất,1
tam thế,tấmu thế,2
một chín một mười,một chín một ỏười,1
chân lí khách quan,chânẫlí khách quan,1
bán thế,bánợ th,2
chữ Nôm,ốchữ Nm,2
quân mã,qáân mã,1
"nhà nát, bát vàng","hệ nát, bát vàng",2
căng,căg,1
trung thế kỉ,trung thế kỉă,1
xì-căng-đan,xì-căngộđan,1
thầy thông,thy thông,1
bôi mỡ,bôiỡ,2
cân tự động,ân tựiđộng,2
mõ toà,mõ ẳtđoà,2
tiếp vĩ ngữ,tiếp vĩểớgữ,2
dĩ hạ,d ạ,2
cưỡi ngựa xem hoa,cưỡi ngựa xem hoa,0
kim quan,kimậ qua,2
giả say giả tỉnh,giả say gả tỉn,2
khờ,kẻ,2
hôi thối,hôá thối,1
thần kỳ,thần kỳ ,1
bánh da lợn,bánh da lợnứ,1
như ong vỡ tổ,như oổg vỡ t,2
Vương Duy Trinh,Vương Duy Tinh,1
nhật động,nhậtằ động,1
tiềm sinh,iềmsinh,2
mau cau tía,maậu cau tía,1
lõng thõng,lõng thõnầ,1
quắt quéo,quắt qỹỵéo,2
bánh trứng nhện,bánh rứng ệhện,2
ngược đời,ngịợcq đời,2
ngồi thụp,ngủồi thụp,1
muối mè,muối ừọè,2
vạ vật,vạvật,1
xít,xíẻ,1
kì ngộ,pì ngộ,1
thụ phấn nhân tạo,thụ phấn níxhân tạo,2
vinh thăng,vinh thâăững,2
BBC,ấC,2
hát xoan,jhát xoan,1
khi nãy,ỵkhi nãy,1
Canh Tân,Canê Tân,1
khử cực,kũử cực,1
cách vời,cách văi,1
phụ mẫu,phù mẫpu,2
khâu chần,khâu chpần,1
trừ bữa,ọtrừ bữa,1
hiền đức,hviền õđức,2
bất kính,bt kính,1
hoa sao,hoề sao,1
bát bội,át bộĩi,2
vù vù,vù ,2
tôm mượn vỏ,qõtôm mượn vỏ,2
dầu tràm,dầu rầm,2
nhiệt hạch,hiệt hch,2
vận chuyển,vận chuxn,2
trôi chảy,trô chảy,1
điều tra cơ bản,điều traơ c bản,2
thủ tín,hủ tn,2
mưa lúc nào mát mặt lúc ấy,mưa lúcẵ nào mát ặt lúc ấy,2
chín rục,cấín rục,1
uỵch,ữuỵc ,2
đau nau,đau ễaut,2
ung dung,wng dunzg,2
huyện lệnh,hukyện lệuh,2
máy bay cánh quạt,máy bay cándh quạt,1
nổi sùng,nổỗ sùng,1
đõ,ờõ,1
rường cột,ườọng cột,2
thanh vận,thanọ vận,1
sồng sộc,sồnữ sộcq,2
trầm bổng,trầbổng,2
né,n,1
ba sương một nắng,baơ sương một nắng,1
Mạ,,2
quý vật,quý vếật,1
nhất diện,nũhất diện,1
Tân Phú Trung,Tân Phú Truồng,1
sắc lệnh,sc lệnh,1
hội nghị,hộẳộ nghị,2
sỉ mắng,sỉmắg,2
đảng uỷ viên,đảng uỷ viắên,1
tiếp khẩu,tiếpkìẩu,2
vần,vê,2
tin nhảm,tyn nhảm,1
chầu phật,chầu hật,1
bán đắt,bán eẹắt,2
cùng bên,ùng bên,1
xương thóp,oxươnq thóp,2
cỏ lồng vực,cỏ lĩng vựầ,2
Tạ Bú,Tạơ Bú,1
nậy,y,2
ngói ống,ngói ựống,1
nhung yên,hung yê,2
cừu gia,cừqu gia,1
cây quỳnh cành dao,câõy quỳnhcành dao,2
Sư hổ mang,Sưọhổ manạg,2
văn sách,văn ặsách,1
nghênh phong,nghẫênh phong,1
phân tay,hân tay,1
phức cảm,phức cảmè,1
hồng mai,hồn ằmai,2
dị biến thái,dt biến thữi,2
đoạn nhiệt,đoạn nảiệt,1
lỏm,zỏè,2
áy náy,áyináy,1
xua,ua,1
suông,hsáuông,2
máu lửa,mu wlửa,2
bố tời,bố tờồ,1
trăn gấm,trăngấm,1
cuống quýt,cuống đuýt,1
dưỡng bệnh,dưỡng ệnh,1
thân quyền,thân quyề,1
đói nghèo,ói ngbèo,2
chạy chẳng khỏi trời,chạy chẳng kỏi trời,1
lớn phổng,lớn phổg,1
đước,ước,1
bán trôn nuôi miệng,bán trôn nuôi miện,1
tù cẳng,đù cẳng,1
đội sếp,đẩi ếp,2
bề trong,bề ựtrog,2
nhà thầu,hà thu,2
tố cộng,tậỷ cộng,2
biên giới,bi giới,2
Châu Lộc,ohâu Lẳộc,2
châm,châ,1
cô đúc,cô đúữc,1
giọng hò,giọg hò,1
nguyên tử lực,nguyên tử ựờc,2
có nếp có tẻ,có nếp mó tẻ,1
đóng tảng,đẵngậtảng,2
Chư á,ừhư ,2
cá nước duyên may,á nước duyên may,1
cần cối,cần clối,1
trăm hoa đua nở,trửm hoa đua nở,1
chủ nghĩa nhân bản,chủnghĩa nhân bản,1
phong tục,ắhrng tục,2
phúc kích,pkúc kícủ,2
thông cáo,thông ĩáầo,2
phát rầu,phátarầu,1
mang tai,mangậ ai,2
há dễ,já dữ,2
thùm thụp,thm hụp,2
say xỉn,say xỉ,1
khẽ,kc,2
lập tức,lập c,2
góp gió thành bão,góp gió thành bãb,1
Trực Hưng,Tự Hưng,2
dao động,ao đúng,2
viễn,véễă,2
rand,raấnd,1
quả kiếp,quả kỗp,2
ác là,áclà,1
bai miệng,bi tiệng,2
mẫu tự,mẫu t,1
vĩnh biệt,vĩnhốbiệt,1
rổ rá,rãổ aá,2
tiếp chiến,tế chiến,2
trào lưu,atxào lưu,2
cao vọng,cao vn,2
đông âu,đbng âu,1
chồn chân,chồn chânở,1
máy nivô,mưy nivô,1
đổ,ổ,1
khó người dễ ta,khó ngời dễ ta,1
chính ngôi,chính ngộôi,1
một tấc đến trời,một tấcỵ ờến trời,2
ba lo bảy liệu,ỉa lo bảy limệu,2
nghi nan,ẹgh nan,2
bút sắt,bút ịắt,1
dao rựa,ao rốựa,2
cuộc tang thương,cuaộc tang thương,1
lợm lợm, lợm ẹợm,2
cười như phá,cưi hư phá,2
hả hả,hảh,2
lửa bỏng dầu sôi,lửa bỏng dầu ẩsôi,1
sáng trăng,sáõng trăng,1
ly tán,ly tán,0
rối trí,rai ưtrí,2
cà cuống chết đến đít còn cay,cà cuaống chết đến đít còn ca,2
cháu dâu,cháu dâuì,1
đường miếng,đường mviếng,1
vua Ngô ba mươi sáu tàn vàng chết xuống âm phủ chẳng mang được gì,vua Nígô bamươi sáu tàn vàng chết xuống âm phủ chẳng mang được gì,2
hồi sinh,hi sinh,1
ác đảng,c đảngỗ,2
dúm dó,dđm ó,2
bánh kẹo,bánhkẹo,1
biện pháp tu từ,bện pháỹp tu từ,2
Xuân Thương,Xcuân Thương,1
khí than,khí tằan,1
Tết dương lịch,Tết dưếơbng lịch,2
đồng hồ chẩm cầm,đồnơ hhồ chẩm cầm,2
mật cứ,mậẵt cứ,1
buôn quan tám bán quan tư,buôn quan  tá bán quan tư,2
glu-xit,glổì-xit,2
lăn kềnh,ăn kềznh,2
nhẹ nhàng,nhẹ nhỏàng,1
Chư Jor,Chư Jrq,2
dại mặt,dại âmt,2
đơn từ,đơntừ,1
đá móc,đaá móc,1
ngoài trời,ngoài ợtrặi,2
nước chảy bèo trôi,nưặc chảyábèo trôi,2
cúc hoa,cúc hhđ,2
anh kiệt,anhkiệt,1
dãi rớt,dãiôrớtĩ,2
kém đói,ừém đói,1
Bình Phước,BìnhPhước,1
nằm nơi,nằm nơií,1
hướng đạo đoàn,hướng đạmo đoàn,1
vị tha,vị ta,1
ngủn ngẳn,ngủn gẳn,1
thăng trầm,hăng trầm,1
y cựu,ấ cựã,2
cánh cờ,cáắ cờ,2
lài nhài,ồlài nhi,2
năng,nắăn,2
lèo lá,èo lỵá,2
chạm chìm,chạớm chìm,1
Nhơn Bình,Nhđn Bónh,2
coi sóc,co sóc,1
ưu binh,ưu bii,2
cua bể,ểua bể,1
chạy cuốc,chạy cốc,1
cùm,cùắ m,2
lãnh thổ,lãnưh thổ,1
tổng dũng,tổúg dũng,1
tóc đuôi gà,tóc đuôi  à,1
Trà Giang,ằTràGiang,2
im,cm,1
quá độ,quál ùộ,2
phó bảng,ảhók bảng,2
Chiềng Bôm,Cuhiềng Bôđ,2
duỗi ra,duỗ rô,2
cầu kế,cầu ếờ,2
nhà nho,ìnhà nbho,2
âm nang,âm nangớ,1
uy phong lẫm liệt,uy phong lẫmỵliệt,1
xuất viện,xuo viện,2
dính dấp,dính dp,1
thủng nồi trôi chõ,thủngnồi trôi chõ,1
một chút,mt chút,1
trông giỏ bỏ thóc,tmrông giỏ bỏ thc,2
phân hoạch,phâđn hoạch,1
cành lá,ành lá,1
giao ca,gio a,2
phới,puới,1
chuyển khẩu,chuyển káhẩu,1
đi qua,đựý qua,2
